cent_latitude,cent_longitude,clust_size
40.79398023076931,-74.40269822867117,123
45.00535011428576,-93.3925229835716,103
33.009228016428516,-96.7037456792858,127
35.149441423741,-90.04856104460451,139
32.9284433129496,-97.07345743237428,100
42.3369696318841,-83.04529935144907,138
41.08267861739136,-73.49439517608701,104
26.031766994029894,-80.22116186865655,102
32.846713445038176,-96.99190692442733,99
38.98974113000002,-94.67181109538461,130
40.78149260859378,-73.4735999171876,132
1.3496332382812462,103.82124192968762,125
41.82449151417326,-87.98856119291335,82
37.91977681338574,-122.06268237480332,128
34.073221409166635,-117.64063040666674,132
45.50443727563019,-73.55602373445363,120
35.20135160000007,-111.63924899999988,117
39.08836841551733,-77.1698924215515,110
41.86296779652171,-87.86969927565234,74
41.794438766666694,-88.13115960614034,111
21.304938315789485,-157.85611911842128,114
38.25431977079645,-85.7602259752211,113
-6.91526548125001,107.60796020178553,115
41.96021713363641,-87.8369907154545,36
28.396986699090906,-81.53705336636357,98
27.77947801454547,-82.64830565909101,100
40.068206298165116,-75.33609682752298,92
47.458233872222266,-122.26742343888888,94
32.72540900000003,-97.32084960000007,107
42.614551099056584,-83.18683160283025,82
39.1929819685714,-76.84517831999996,61
34.048928100000005,-111.09373109999984,105
42.167994808737866,-87.84124317281558,60
37.55493563398066,-121.99735843980588,103
32.78396567524752,-79.92332317227726,104
40.260927199999976,-74.0418032060606,125
26.22340558989905,-80.18740714141403,64
44.86457889693869,-93.49938335408157,119
42.31250921224493,-83.39785259387747,102
34.06324489072162,-84.31791394123694,97
42.270871600000085,-83.72632940000018,96
38.528601363541654,-90.37762283749997,76
-7.2673154842105285,112.74197924210542,94
40.56424443440861,-74.29703678064519,82
34.069912380645206,-117.82117643010751,106
-0.3012261999999995,36.52296410000005,93
41.13350409999996,-73.34543440760864,69
39.61841573076929,-104.9927435967035,99
35.79374630444448,-78.8019804666666,80
40.80776733033702,-96.6812774943821,89
39.91749556179774,-75.00135008202248,63
44.77159686551721,-93.18761087701158,109
43.01837857931033,-88.03982282528746,75
40.84039091034483,-73.38323497701141,55
32.90232314712643,-97.19358931149425,69
42.2039328616279,-87.95918154883721,60
37.92961443176479,-122.52311276000007,86
30.441287292941198,-84.28534001058811,85
26.354423961176447,-80.0848631729413,85
48.85691121428572,2.3440562476190463,87
41.30480051547616,-72.93793818452387,81
39.07495482261905,-76.65297397261911,62
33.96193649642854,-84.35372685238094,43
13.729269281927692,100.50304126867474,97
41.76262132098764,-72.68188438395065,68
40.330846568831426,-74.66262295920593,69
42.275860107500016,-85.58596398000009,81
40.42296939750004,-74.26715440750003,63
38.95170529999997,-92.33407239999998,80
-23.548943300000015,-46.638818200000046,80
42.690810156962065,-73.74605535822778,76
35.99403290000005,-78.89861899999988,79
37.70072239102568,-121.91933158717949,69
36.03366899999996,-115.00236399999997,78
35.913001171428625,-79.05710716233759,77
27.98976216233769,-82.78499377142856,66
42.73306484210524,-84.51148701447354,78
39.530119059210485,-119.808173769737,76
33.78869671842102,-84.27854206184206,64
40.065574885333284,-74.39421982799999,75
33.18075908,-117.36792760000002,92
39.9675325310811,-75.30632858243249,69
35.96143367397253,-83.91973320410949,73
41.82449687361108,-71.40832455416675,72
39.850607848611055,-105.05310750277762,51
42.52435301830989,-82.96339534929582,63
41.05695010281688,-74.00373193380284,83
47.797381885714316,-122.2590266614286,100
40.737277322857125,-73.2787685314286,67
36.85292630000002,-75.9779850000001,70
33.14342856857143,-96.8328342199999,74
27.922885025714283,-82.28473005142855,67
41.450462369565216,-81.85660649565223,61
40.61501610869569,-74.57654652463778,86
35.46756020000002,-97.51642759999986,69
31.75831993623194,-106.4865782260868,69
19.426815647826096,-99.13950043478262,69
41.91438385735298,-88.05032771323528,67
41.167350458208965,-73.22164859850746,51
38.834651422388085,-104.82359159253741,67
41.63015536666667,-87.77019823030304,48
37.09024,-95.71289100000007,65
40.114779896875,-88.2332260625001,64
39.84383288559027,-75.1010035303819,50
34.16315653749998,-118.82825149062515,64
26.75189075000003,-80.0781322156251,64
-6.183180549999994,106.65531208593755,72
-8.673016837500008,115.20910586874984,65
42.513578817460306,-70.92662362380953,64
42.31356308412701,-87.88290296666659,55
39.17889759523809,-76.68052851269843,54
36.0725278904762,-79.79483760952385,63
32.743209622222224,-117.02557830634909,69
26.51667659365082,-80.06787275555546,63
40.81085784999999,-73.07464738709677,59
43.6547612131147,-70.25256064590172,60
33.99978134426235,-81.03738280327866,61
33.485552539344305,-86.8011827245902,61
33.059065413114745,-97.0515940147542,48
45.04298799000001,-93.17993195833331,46
40.494853708333345,-80.21894930666666,56
36.83321949833338,-76.2839646483333,60
44.919090583050846,-92.9646011440677,63
41.35557931186439,-81.78070231864397,59
32.796575432203426,-117.22308289322035,52
28.293118557627132,-81.40782053220342,59
43.58716320344834,-116.19592146896534,58
34.85256820000002,-82.3920675931034,58
34.006732751724115,-84.14907166724137,27
32.73568700000004,-97.10806560000006,58
39.97453993684208,-86.01276186842114,57
34.392886652631596,-118.544524636842,59
40.25427459598829,-74.7574437731374,58
38.827990485714295,-77.44279582500003,57
35.0844909,-106.65113670000004,56
45.40926983636362,-75.6983423636364,55
42.32250476727275,-71.38338085636364,43
38.73832089272725,-121.27485404000001,46
34.421118356363614,-119.6969880127272,55
33.933288681818205,-83.99597957636364,55
42.49270599074074,-83.42908050555558,54
39.3366953888889,-76.77938739074082,54
39.072520494444454,-77.51446502777777,54
32.947271577777784,-96.87572741296304,52
44.4780920132075,-73.19199825283012,55
42.23869486603776,-71.00198197547175,48
41.09606739433961,-81.50354845849058,44
38.72929415094342,-77.21584316037736,45
29.65163439999998,-82.32482620000006,53
39.16532499999998,-86.5263857,52
35.676920544230775,139.7228592903846,53
33.95423824807696,-117.39684849230778,52
33.95394097307689,-83.38239649615383,52
33.64472385000002,-84.43432588461539,59
25.898195325000017,-80.21189282499995,51
40.5852602,-105.08442299999997,51
33.87619112941177,-84.2185933980392,46
41.356118182000046,-73.45928367000002,56
39.744688722,-75.55036508200004,51
36.982058062000036,-122.0183155179999,53
33.12887300000002,-117.11831056000007,50
47.34090510816329,-122.26839226326535,45
42.9331244755102,-78.77874373877552,56
42.27376859591838,-83.18748240204081,55
40.14404342857144,-74.91360399183677,50
39.3651801897959,-74.43526931224496,46
38.986773577551,-76.51634049183673,49
38.97166889999996,-95.23525009999996,49
33.058106299999984,-112.0476423,49
33.00925176530608,-117.27760206530607,49
28.542515536734697,-81.56086890408164,46
52.52317047083337,13.411325945833328,48
44.24675719583331,-88.4245517749999,48
44.05146150624998,-123.08001144374991,48
43.02616107916665,-88.23669801041659,52
40.3874252354167,-74.51790722916665,35
40.02406710208331,-74.93479023958339,15
39.74989689583333,-84.19328506874992,43
30.489598610416692,-97.66294616458332,48
-33.86623302916666,151.2072005187501,50
38.63420060638298,-90.37138520638301,52
36.77826099999998,-119.41793239999997,47
30.450906555319143,-91.15424820425534,47
22.3782142531915,114.12272186382984,54
40.26714836956517,-76.89007623260862,46
33.88014847391304,-117.5648925391305,48
32.053930808695625,-81.10120797608685,46
14.57979129347827,121.03068424130433,47
42.21166577333331,-88.2967383422222,47
40.31746175333332,-74.29433599555556,37
39.98687584666666,-75.59150884222221,48
39.968200344444455,-105.0887163755556,44
37.69223609999997,-97.33754480000005,45
33.44356423777777,-117.63745947111113,45
30.418457213333337,-87.21455678888898,45
41.75834996136362,-88.32659318181814,44
40.79382754772729,-77.8581851545455,44
39.7294319,-104.83191949999997,44
38.84826922500001,-76.94309836363637,38
37.565896186363624,126.9776845409092,44
36.15398159999997,-95.99277500000004,44
3.1265451863636384,101.66322626363632,50
42.2287430139535,-71.18806984418607,103
41.7705295883721,-87.80251679302322,51
38.968818318604626,-76.82758765581391,69
51.04500000000003,-114.05722220000004,42
40.85480045476191,-73.28003650714287,29
40.09698071666668,-83.11318417142859,42
37.79505610952382,-121.98562878809528,32
33.605332138851885,-86.63629751392298,43
29.984469392857147,-90.1943346166666,41
3.5848131071428537,98.67508368333326,42
42.76098522439026,-71.4627795219512,41
42.3140875317073,-88.0170560878048,40
42.25177817317076,-71.78870052439028,44
39.981514614634136,-86.11850424634153,41
38.87788518536586,-94.82234168048772,41
35.92488963658537,-86.86872630975608,41
33.241508419512215,-111.62845849999992,42
33.19555297317073,-97.1114007560976,41
33.16645897317075,-96.64933981951212,41
28.039465400000008,-81.9498042,41
40.69629460499998,-89.58741682750004,40
39.32222324999999,-74.57517069749997,31
-34.60789004500001,-58.37438089999999,40
42.991855553846186,-71.45950257948721,37
39.0966719128205,-76.87526822051285,33
38.03268294102567,-84.49497449487183,39
45.63733280789472,-122.65957297631572,40
41.23691992368421,-73.08355584473681,37
40.69792059473685,-73.12906773684209,30
40.423697610526354,-86.90030214736835,38
34.07258612105264,-117.23082243157897,35
28.079403334210532,-80.6053293210526,38
41.4629172216216,-74.01495260270272,37
39.94322367567569,-74.8628339027027,38
27.86689052702703,-82.76331182432439,33
47.53159549999997,-122.02853441666664,36
36.0331164,-86.78277720000004,36
35.03752874999999,-85.2962369166667,36
33.57786310000003,-101.8551665,36
52.372812180000025,4.892474688571428,35
47.98522299142859,-122.19993674857142,35
45.16011707142859,-93.25518912285712,34
42.08767218285717,-71.17890861428567,27
40.4973831657143,-88.9913764971428,35
38.636169128571396,-121.26251413714284,35
38.578227874285695,-90.48916867428572,35
-7.788271271428571,110.37661831142862,36
45.410553411764695,-122.61712159705878,34
42.43292030588235,-71.40888521470586,36
41.44538025000001,-81.48761074705884,17
41.375820652941165,-72.06031933529412,27
39.41192757058824,-76.5974431323529,29
37.652499485294115,-77.52075885882356,34
36.34657882058825,-94.15607043823523,33
35.60048593529416,-82.54938327647062,34
34.752551044117666,-92.28376947352942,34
34.2694474,-118.78148199999997,34
34.207319599999984,-84.1401925999999,34
34.09631872352942,-117.36971891176474,23
30.695663752941172,-88.04410806470591,34
-0.789275,113.921327,34
-37.81483480588236,144.96851402058817,34
45.43524440303028,-122.78934864848476,34
44.5105309363636,-88.02655989090913,33
43.06820193636364,-70.77338706060605,30
42.652572754545446,-83.01000934545459,33
42.169813739393916,-88.14801126363636,28
42.10422706060606,-72.59798465151516,34
41.82390448787881,-72.50079900000001,34
40.966548106060586,-72.17234256666667,33
40.61304460909094,-75.36733486060605,33
40.1315929909091,-75.20436514848483,44
29.619611318181825,-95.62905388787881,33
27.336434700000016,-82.53065269999996,33
25.67536420606061,-100.3296126030303,33
43.55696209374999,-79.62842485,32
42.32257651875002,-71.57911095625,32
40.123942253125,-75.50305695000003,26
39.68673789687501,-75.746025171875,32
34.0050079,-118.81008930000004,32
-6.355381859375001,106.85966756250004,39
-33.42638599062501,-70.57297831562497,32
43.14075094193546,-77.46217860967745,31
41.67717170645161,-86.2234737290323,31
40.45423480967742,-79.85416277419354,27
39.94423537741934,-74.14643979999995,37
38.30472220000001,-122.29888889999994,31
36.600297506451625,-121.87833464516135,32
34.082726329032276,-84.04106493870971,31
33.833371599999985,-111.95070420000002,31
33.80362212580644,-84.67022885483873,31
33.50336090645161,-117.15893873548384,31
29.21444365161291,-81.02493890967745,28
28.549230374193538,-81.76884090322578,31
21.37329326129033,-157.98376954193546,32
55.75267355666663,37.619848300000044,30
45.07509706666667,-93.00107346666668,28
45.05816837999998,-92.88207422333329,17
42.44396140000001,-76.50188069999997,30
41.38245226666668,-81.39783433000002,30
40.033861006666676,-76.31040938333334,30
39.365821810000014,-84.51169981666666,30
35.845621299999976,-86.39027000000002,30
35.43326771000001,-80.84910720333333,36
30.079940500000017,-95.41716009999998,30
28.66906182999999,-81.20529615666665,54
-22.9035393,-43.209586899999984,30
48.75955290000001,-122.48822490000008,29
47.042971417241375,-122.90298201034483,29
43.54997490000003,-96.700327,29
41.96673402068965,-88.29303253793103,26
39.33256830344829,-84.28440172413791,19
38.7160220413793,-75.07786247586206,29
30.635974810344816,-96.3405372137931,29
28.87059727586207,-81.28137775172418,41
18.466333800000015,-66.1057217,29
46.87659747857143,-96.78577104285716,28
43.03685177857144,-89.50963923571427,28
42.72329193928573,-83.23035531785717,29
41.18367713571429,-81.40457444642855,21
41.079273000000036,-85.1393513,28
40.6114860285714,-75.48949875714281,28
39.96286478571431,-76.72706041428569,28
38.44075521785714,-122.71579155000006,29
38.08363056428573,-122.26495013571426,29
32.72532479999998,-114.62439700000003,28
27.664827400000007,-81.5157535,28
42.680096896296284,-71.14590792592591,36
42.65664625555556,-83.38863760000001,27
42.61567816296296,-71.30937092592595,49
41.581448974074064,-81.46977804074074,27
41.26993105555556,-75.86195086666667,32
40.83029473333334,-81.38817939259262,28
40.26412420740741,-75.1347555703704,27
40.01480650740741,-82.81823084444441,27
36.74772719999999,-119.7723661,27
61.21805560000002,-149.90027779999994,26
45.53034142307691,-122.98061692307694,26
43.09689868461539,-88.40796020384617,26
43.027545969230786,-76.03306413846153,26
41.90280088846154,-72.61278343076924,21
41.72121929615386,-73.92342979999997,26
41.663938300000005,-83.555212,26
41.53455475000001,-87.49248683461539,35
41.51400299566557,-90.55613744582706,27
40.88715499615385,-74.58522253461538,30
40.59494389999999,-111.88423539230777,27
40.330169153846164,-80.00595987307695,33
39.41266623846151,-77.41149177307699,26
37.974612580769225,-121.7248149192308,20
32.46289941923079,-84.99022015,26
27.800582800000015,-97.396381,26
47.25287679999999,-122.44429059999997,25
42.122846596,-79.30625930800002,21
42.09872230000002,-71.02590167999996,27
39.351539523999996,-76.481573408,26
38.02930590000002,-78.47667810000003,25
35.664577111573266,-78.82826335674413,26
34.73036879999998,-86.58610369999998,25
34.1014873,-84.51937539999997,26
26.640627999999996,-81.87230840000005,25
-6.247446599999998,107.14845210000004,25
41.568167416666675,-88.07576530833336,26
41.38029896666667,-73.67780920416668,24
41.37757430000001,2.1572401125,24
40.8953017375,-72.98107892916667,23
40.41669090000002,-3.700345400000002,24
40.262049166666664,-111.6746691708333,23
39.518600200000016,-104.76136330000004,34
38.78232115416666,-90.53512801250002,24
38.56823527916668,-89.94025867916667,26
37.21479526666666,-93.29774820833335,24
34.22572549999999,-77.94471019999997,24
33.82608330833332,-116.53862535000003,24
33.712418362499996,-116.35551989583335,27
55.6879917826087,12.590090004347825,23
47.65878020000001,-117.42604660000005,23
42.8173926347826,-73.93806674782613,23
42.129224099999995,-80.085059,23
42.07753796521738,-88.28329223913043,20
42.05491222173913,-71.32865716956522,9
41.41868553913042,-75.66731595652173,23
41.26546347826088,-73.7795329695652,31
39.74360061304348,-74.96051930434784,26
38.544991034782626,-121.7384997478261,23
37.27070219999999,-76.70745710000004,23
35.37329209999999,-119.01871250000006,23
31.23039300000001,121.473704,23
28.323003613043483,-80.68166826956524,26
43.4682128181818,-80.52132299999997,22
43.18625993181817,-70.86787941818183,19
42.726130900000015,-87.7828523,22
42.02335000000002,-93.625622,22
41.65408838181819,-70.28713521818185,22
41.52879265454545,-72.85512142272727,22
40.6441430090909,-111.5017988090909,21
40.1528129818182,-105.11758472727276,22
36.1997780909091,-86.5689700636364,22
36.09985959999999,-80.24421600000004,22
36.06041045454544,-94.16087671818183,22
34.96390827272729,-80.99623896363637,22
32.92318882727273,-96.60843219545451,24
30.15900357272726,-95.4878566863636,22
48.13912649999999,11.580186300000001,21
46.783533890476185,-92.1006563619048,21
43.110797200000015,-75.26380307142855,22
42.78990455714287,-86.10033209047616,21
42.58474249999998,-87.82118540000005,24
42.390923580952375,-82.92319586190473,19
41.67164309999998,-91.55051460952382,21
41.00527,28.976960000000002,21
40.69340541904762,-75.22669809047618,20
39.01410825714285,-84.64777567142853,21
38.29529807142858,-122.46118384285712,21
37.63909720000001,-120.99687820000004,21
27.501242504761905,-82.57644640952383,21
25.264444399999995,55.31166670000001,21
46.729553,-94.6858998,20
44.94289749999999,-123.03509630000003,20
44.02470619999998,-88.54261360000004,20
42.124167465000006,-71.41367330000003,19
41.61591499999999,-88.20406899999995,20
41.60039340000001,-87.88624838999996,28
41.36233154500001,-81.60438738499997,17
40.93145137500001,-72.33659721,20
39.70546206000001,-74.22687470000004,20
39.62952599999998,-79.95589680000005,20
39.23729496500001,-84.32016078999996,21
37.474774049999986,-122.4436424,20
37.18968466,-80.41193914000003,20
35.03500165500001,-78.89428519499995,20
33.68906029999998,-78.88669430000002,20
31.968598800000002,-99.90181310000001,20
29.785785299999997,-95.82439560000005,20
45.783285600000006,-108.50069039999995,19
43.23558385789473,-87.9656004631579,19
43.2080932368421,-71.56390857894739,19
42.925014442105265,-88.13356865789477,21
42.10183764736843,-75.93295127368422,23
42.058436000000015,-70.17863740000004,19
41.723872121052636,-93.60562703684207,19
41.42663130526315,-70.56859434210529,19
40.34294027368421,-111.73678901578947,17
39.76551262631578,-86.39911754210529,23
39.19109830000001,-106.81753870000004,19
37.5059814,-77.6491578,19
35.60807200000001,-77.36969104210527,19
35.4087517,-80.57951099999998,19
26.142035799999984,-81.79481029999995,19
45.55783563333332,-94.17530776666662,18
42.89132861111112,-87.8629048277778,18
42.27807539444445,-89.0889489388889,18
41.987039694444434,-91.67475547777778,18
40.840204194444446,-74.7018684388889,15
40.22193560555556,-75.59132752777779,19
40.1261743,-82.92906960000002,21
39.37221210000002,-104.85609019999998,18
35.28275240000001,-120.65961560000002,18
35.224215466666664,-106.66333657777778,18
35.222566799999996,-97.4394777,18
34.48390100000001,-114.32245480000003,18
31.546925599999994,-97.14991038888887,18
-6.950000000000002,107.40000000000003,18
45.20635459411765,-93.41451596470588,17
43.89322820588235,-79.24890623529411,17
43.842464788235304,-79.46086429411764,17
43.082860048765454,-73.78503753290522,17
42.55153530588236,-71.42430901764705,3
41.49051087647058,-71.3160312647059,17
41.48678854705882,-71.48067627058823,18
41.40096010588235,-82.06488471176468,22
40.82021978235294,-72.8738929,18
39.20380511176471,-74.67159290000002,17
37.97457585882354,-87.55674476470594,17
34.21639370000001,-119.03760229999995,17
32.3199396,-106.76365379999999,17
29.894263899999995,-81.31320830000001,17
28.155849247058836,-81.60363721764708,17
20.88165029411765,-156.6823202588235,18
20.68119177058823,-103.35372011764704,17
59.33053324375001,18.063699900000003,16
49.228062,-122.94874693749999,15
47.49840560000003,19.040757799999998,16
44.16357749999999,-93.99939960000003,16
43.68566096875,-72.28986515625,16
43.09292655000001,-79.04399920624996,19
42.904939337500004,-85.77222063750001,13
42.77281536250001,-78.78833579999998,15
42.3485619125,-72.59224181249999,17
42.347677774999994,-88.22949554999998,16
41.865170768750005,-72.77331895624998,16
41.473094800000005,-87.0611412,16
41.25045130625,-73.92212198124999,24
41.0359353,-71.95451460000001,16
40.3654634875,-74.94487833749999,16
39.7817213,-89.65014810000001,16
39.650198212499994,-84.17650071874998,15
38.6963802125,-76.89188524999999,17
38.3365032,-75.0849058,16
37.956639374999995,-121.28855312499996,16
37.26826205625,-79.94588842499998,17
37.01389685624999,-76.371090925,17
35.6528323,-97.47809540000002,16
34.933062500000005,-82.24889187499998,16
34.4231730375,-119.84638865625,16
33.8389977,-83.90073819999998,16
33.62587375625001,-117.27916919375002,11
33.475968287499995,-82.006885325,16
33.447336100000015,-84.14686159999998,20
32.0646064125,34.79814743125,15
30.51899940625,-97.82643501249999,16
30.269195537500003,-81.39221925,17
29.998831012500005,-95.23541858125003,17
29.688112993749993,-95.20521215000002,16
28.185011750000005,-82.45953845000001,16
12.971598699999994,77.59456270000001,16
60.16981683333334,24.938281526666675,15
53.33681789333334,-6.258587580000001,16
49.15042313333335,-122.86929566666664,9
48.43128116000001,-123.36336495999994,15
47.59212310000001,-122.66154023999998,15
42.5236111,-92.44638890000003,15
41.56247598,-73.07247925333334,11
41.158611100000016,-95.93416670000003,15
41.12906876666667,-80.71015985999999,5
41.05444757333333,-80.63509265333336,17
40.63106496,-80.25887696000001,11
40.431383226666654,-79.74689785999999,15
39.90421400000001,116.40741299999996,15
39.513354233333324,-84.36997918666667,11
39.05582349999999,-95.68901849999999,15
38.58091035333334,-122.84452990666666,15
38.30318370000001,-77.46053989999999,15
35.686975200000006,-105.93779900000003,15
35.2219971,-101.83129690000003,15
35.14892287333334,-89.78001834000001,16
34.5400242,-112.46850249999997,15
34.265899999999995,-119.25836600000001,15
33.370319699999996,-112.58377659999998,15
33.211269026666656,-87.56773773333336,15
32.301836093333335,-90.17798217333333,15
30.408045820000005,-86.56405170666667,15
29.8832749,-97.94139410000001,15
26.202497766666664,-98.23202766666667,15
-5.141605933333334,119.42598146666668,15
53.54356400000001,-113.490452,14
43.68527100000001,-79.75992399999998,14
42.23796985,-83.61303413571429,15
42.193917957142865,-70.80362337142857,17
41.712189207142856,-83.68067582857145,10
41.62666159999999,-70.94803916428573,15
41.24680048571429,-74.34114450000003,14
41.203321599999995,-77.1945247,14
40.40604471428573,-75.31324207857145,17
40.33207671428572,-75.96294935714286,14
38.71229630714284,-77.08880377142857,13
38.4015781,-122.36081050000003,14
34.19040167142857,-119.17963099999997,14
32.521658528571436,-93.7405776357143,14
32.216316,-80.752608,14
31.552072014285724,-110.28483009999998,14
1.4613110214285714,124.83957651428568,14
50.847140707692304,4.356176969230768,13
49.88608299999999,-97.15292100000002,13
47.62620809999999,-122.52124479999999,13
44.80084023076923,-68.7765530923077,13
43.45287900000001,-79.70164799999998,13
43.18295645384615,-88.10782587692307,14
43.047524676923075,-70.88718079999998,10
42.20306932307692,-71.48906226923076,12
41.57960280000001,-83.66544872307692,13
41.286036876923085,-72.59974933076924,10
41.27954040000001,-70.10724169230767,13
40.9968537,-75.19198816153845,12
40.52998103076922,-74.80032643846151,13
40.2575628076923,-74.37702069999999,13
40.24301843846153,-76.69648647692307,16
39.61629530769231,-106.0426926076923,13
39.57177438461539,-74.28011041538464,13
38.95816860000001,-76.2102288,13
38.791601923076925,-90.68898952307691,4
38.4495688,-78.86891549999999,13
38.4087993,-121.37161779999998,13
38.24508475384615,-122.04007310769234,13
38.01733552307693,-121.84826909230766,15
37.6818745,-121.76800879999998,13
36.09238453846153,-79.45476293076922,14
36.00773207692308,-75.66060302307692,13
35.955692299999995,-80.0053176,13
30.21906843076923,-92.02108210769232,13
29.5536703,-95.05223683846154,13
29.552878769230777,-98.28755502307692,13
28.20102547692308,-82.72105165384616,13
28.17861110000001,-82.35055559999999,13
25.901747199999992,-97.49748380000003,13
24.5557025,-81.78259140000002,13
13.669726776923076,100.7346046076923,17
-6.589166000000001,106.792999,13
48.206619999999994,16.382820000000006,12
47.55312645833334,-121.88816247500002,11
45.463688900000015,9.1881408,12
44.7630567,-85.6206317,12
44.651383666666675,-63.57412366666665,12
44.058172800000015,-121.31530960000002,12
43.84026666666667,-79.06488889999999,12
43.4799291,-110.7624282,12
42.975613583333335,-77.41061630000003,12
42.889969199999996,-71.50312406666666,12
42.497197533333335,-71.73900622499998,12
42.35212321666666,-73.2817732,12
42.07472987500001,-86.48088760833333,13
41.93220653333335,-74.01025473333334,14
41.77134841666666,-72.21486989166665,13
41.42045910833333,-73.0476576,12
40.62974009999999,-89.40865039999998,12
39.950796683333344,-74.31422973333336,12
39.58722219999999,-78.84249999999999,12
38.91634299999999,-94.383516,12
38.89656539999999,-121.07689009999997,12
38.5051866,-122.47025779999997,12
36.67773720000001,-121.65550129999998,12
34.5794343,-118.11646130000001,12
34.236762100000014,-84.4907621,12
34.18864339166668,-83.92177794999999,12
33.883622599999995,-84.74919626666667,6
33.55775091666666,-84.57085626666667,10
33.415048500000005,-111.54957770000003,12
33.409189966666666,-84.59599448333337,12
33.362778000000006,-112.16861100000004,12
32.8795022,-111.7573521,12
32.6098566,-85.48078249999999,12
28.686750000000004,-81.513276,12
28.013900666666668,-82.3617397083333,10
26.93643788333333,-80.09447180833338,12
51.22494289999998,6.775652399999999,11
45.68345999999999,-111.05049899999996,11
45.54019667272728,-122.3896466,11
44.8755183,-91.91934219999997,11
44.0805434,-103.2310149,11
43.78443970000001,-88.78786779999997,11
43.6196844909091,-116.38810407272723,11
43.0125274,-83.68745620000001,11
42.87405293636363,-88.2914985181818,11
42.501148063636364,-96.41314691818184,12
42.013835300000004,-71.49857880909089,9
41.94568551818182,-88.73301627272727,11
41.44624400000001,-73.25772436363637,14
41.35756731818182,-71.95669650909089,14
